time,totalAgents,preyCount,predatorCount,preyJuvenileCount,preyAdultCount,predatorJuvenileCount,predatorAdultCount,avgPreyEnergy,avgPredatorEnergy,minPreyEnergy,maxPreyEnergy,minPredatorEnergy,maxPredatorEnergy,totalBirths,totalDeaths,totalKills,availableGrassPatches,totalGrassPatches,totalGrassFood,maxGrassFood,shelterOccupancy,shelterCapacity
0.333,40,32,8,11,21,3,5,80,80,80,80,80,80,0,0,0,6,6,600,600,5,30
1.333,40,32,8,11,21,3,5,80,80,80,80,80,80,0,0,0,6,6,600,600,5,30
2.333,40,32,8,11,21,3,5,80,80,80,80,80,80,0,0,0,6,6,600,600,6,30
3.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,5,30
4.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,4,30
5.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
6.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
7.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
8.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,4,30
9.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
10.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
11.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,3,30
12.333,40,31,8,11,20,3,5,80,82.5,80,80,80,100,0,1,1,6,6,600,600,1,30
13.333,40,30,8,11,19,3,5,80,85,80,80,80,100,0,2,2,6,6,600,600,2,30
14.333,40,30,8,11,19,3,5,80,85,80,80,80,100,0,2,2,6,6,600,600,1,30
15.333,40,30,8,11,19,3,5,80,85,80,80,80,100,0,2,2,6,6,600,600,0,30
16.333,40,30,8,11,19,3,5,80,85,80,80,80,100,0,2,2,6,6,600,600,0,30
17.333,41,31,8,12,19,3,5,78.387,85,55,80,80,100,1,2,2,6,6,600,600,1,30
18.333,41,31,8,12,19,3,5,78.387,85,55,80,80,100,1,2,2,6,6,600,600,0,30
19.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
20.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
21.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
22.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
23.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
24.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
25.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
26.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
27.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
28.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
29.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
30.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
31.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
32.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
33.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,2,30
34.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
35.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
36.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,1,30
37.333,41,30,8,12,18,3,5,78.333,87.5,55,80,80,100,1,3,3,6,6,600,600,0,30
