time,totalAgents,preyCount,predatorCount,preyJuvenileCount,preyAdultCount,predatorJuvenileCount,predatorAdultCount,avgPreyEnergy,avgPredatorEnergy,minPreyEnergy,maxPreyEnergy,minPredatorEnergy,maxPredatorEnergy,totalBirths,totalDeaths,totalKills,availableGrassPatches,totalGrassPatches,totalGrassFood,maxGrassFood,shelterOccupancy,shelterCapacity
0.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,4,30
1.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,5,30
2.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,5,30
3.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,6,30
4.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,6,30
5.333,40,31,9,11,20,4,5,100,88.889,100,100,0,100,0,0,0,6,6,600,600,6,30
6.333,40,30,9,11,19,4,5,100,88.889,100,100,0,100,0,1,1,6,6,600,600,6,30
7.333,40,30,9,11,19,4,5,100,88.889,100,100,0,100,0,1,1,6,6,600,600,5,30
8.333,40,30,9,11,19,4,5,100,88.889,100,100,0,100,0,1,1,6,6,600,600,4,30
9.333,40,30,9,11,19,4,5,100,88.889,100,100,0,100,0,1,1,6,6,600,600,4,30
10.333,41,31,9,12,19,4,5,98.387,88.889,75,100,0,100,1,1,1,6,6,600,600,4,30
11.333,41,30,9,12,18,4,5,98.333,88.889,75,100,0,100,1,2,2,6,6,600,600,5,30
12.333,41,30,9,12,18,4,5,98.333,88.889,75,100,0,100,1,2,2,6,6,600,600,4,30
13.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,6,30
14.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,5,30
15.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
16.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
17.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
18.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
19.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
20.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
21.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
22.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
23.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
24.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
25.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
26.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
27.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
28.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
29.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
30.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
31.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
32.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,2,30
33.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
34.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
35.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,4,30
36.333,41,29,9,12,17,4,5,98.276,88.889,75,100,0,100,1,3,3,6,6,600,600,3,30
37.333,42,30,9,13,17,4,5,96.667,88.889,75,100,0,100,2,3,3,6,6,600,600,2,30
38.333,42,30,9,13,17,4,5,96.667,88.889,75,100,0,100,2,3,3,6,6,600,600,2,30
39.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
40.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
41.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
42.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
43.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
44.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
45.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
46.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
47.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
48.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
49.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
50.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
51.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
52.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,3,30
53.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
54.333,43,30,10,13,17,5,5,96.667,87,75,100,0,100,3,3,3,6,6,600,600,2,30
